Target Title,Similar Title,DBR,Target Growth,Similar Growth,Difference
Twisters,Dr. Seuss' How the Grinch Stole Christmas 25th Anniversary,-29,5.65,5.77,0.12
Twisters,Dr. Seuss' How the Grinch Stole Christmas 25th Anniversary,-28,3.35,5.06,1.71
Twisters,Dragon Ball Super: Super Hero,-21,6.27,4.06,2.22
Twisters,Dragon Ball Super: Super Hero,-20,3.85,5.78,1.93
Twisters,Dragon Ball Super: Super Hero,-19,4.92,3.23,1.69
Twisters,Drive-Away Dolls,-7,10.56,11.42,0.86
Twisters,Drive-Away Dolls,-6,16.3,15.66,0.65
Twisters,Drive-Away Dolls,-5,13.39,16.14,2.75
Twisters,Drugstore June,-13,5.29,5.73,0.45
Twisters,Drugstore June,-11,8.39,6.96,1.43
Twisters,Drugstore June,-9,9.45,8.12,1.33
Twisters,Dude Perfect: The Hero Tour,-23,2.57,2.91,0.35
Twisters,Dude Perfect: The Hero Tour,-22,3.84,4.54,0.7
Twisters,Dude Perfect: The Hero Tour,-21,6.27,3.99,2.28
Twisters,Dude Perfect: The Hero Tour,-20,3.85,4.74,0.89
Twisters,Dude Perfect: The Hero Tour,-19,4.92,5.68,0.76
Twisters,Dude Perfect: The Hero Tour,-13,5.29,5.16,0.13
Twisters,Dude Perfect: The Hero Tour,-12,8.07,9.75,1.68
Twisters,Dude Perfect: The Hero Tour,-11,8.39,6.32,2.07
Twisters,Dude Perfect: The Hero Tour,-10,7.43,7.67,0.23
Twisters,Dune,-13,5.29,6.08,0.79
Twisters,Dune,-12,8.07,6.15,1.92
Twisters,Dune,-11,8.39,6.75,1.64
Twisters,Dune,-10,7.43,7.08,0.35
Twisters,Dune,-9,9.45,11.16,1.71
Twisters,Dune,-8,10.16,11.54,1.39
Twisters,Dune,-7,10.56,7.83,2.73
Twisters,Dune 40th Anniversary,-25,3.41,3.03,0.38
Twisters,Dune 40th Anniversary,-24,3.65,5.94,2.29
Twisters,Dune 40th Anniversary,-23,2.57,4.52,1.95
Twisters,Dune 40th Anniversary,-22,3.84,6.51,2.67
Twisters,Dune 40th Anniversary,-21,6.27,9.09,2.82
Twisters,Dune 40th Anniversary,-20,3.85,6.44,2.59
Twisters,Dune 40th Anniversary,-19,4.92,3.87,1.05
Twisters,Dune: Part Two,-30,5.22,6.58,1.36
Twisters,Dune: Part Two,-29,5.65,4.1,1.55
Twisters,Dune: Part Two,-28,3.35,6.33,2.98
Twisters,Dune: Part Two,-26,3.28,6.12,2.84
Twisters,Dune: Part Two,-25,3.41,5.06,1.65
Twisters,Dune: Part Two,-24,3.65,4.47,0.82
Twisters,Dune: Part Two,-23,2.57,3.44,0.88
Twisters,Dune: Part Two,-22,3.84,3.51,0.33
Twisters,Dune: Part Two,-21,6.27,5.4,0.87
Twisters,Dune: Part Two,-20,3.85,4.01,0.16
Twisters,Dune: Part Two,-19,4.92,3.19,1.73
Twisters,Dune: Part Two Fan First Premieres in IMAX,-26,3.28,2.59,0.69
Twisters,Dune: Part Two Fan First Premieres in IMAX,-25,3.41,1.81,1.59
Twisters,Dune: Part Two Fan First Premieres in IMAX,-24,3.65,1.06,2.59
Twisters,Dune: Part Two Fan First Premieres in IMAX,-23,2.57,2.25,0.32
Twisters,Dune: Part Two Fan First Premieres in IMAX,-22,3.84,1.48,2.36
Twisters,Dungeons & Dragons: Honor Among Thieves,-6,16.3,14.69,1.61
Twisters,Dungeons & Dragons: Honor Among Thieves,-5,13.39,14.71,1.32
Twisters,Dungeons & Dragons: Honor Among Thieves,-4,18.04,17.29,0.75
Twisters,Early Access: The Last Showgirl with Livestream Q&A,-14,8.05,10.5,2.45
Twisters,Early Access: The Last Showgirl with Livestream Q&A,-13,5.29,5.89,0.61
Twisters,Early Access: The Last Showgirl with Livestream Q&A,-12,8.07,9.33,1.26
Twisters,Early Access: The Last Showgirl with Livestream Q&A,-11,8.39,9.18,0.79
Twisters,Early Access: The Last Showgirl with Livestream Q&A,-10,7.43,7.67,0.24
Twisters,Early Access: The Last Showgirl with Livestream Q&A,-9,9.45,7.73,1.72
Twisters,Eddington,-6,16.3,16.32,0.02
Twisters,Eddington,-5,13.39,13.21,0.18
Twisters,Eddington,-4,18.04,16.15,1.89
Twisters,Eleanor the Great,-14,8.05,9.37,1.32
Twisters,Eleanor the Great,-13,5.29,4.91,0.37
Twisters,Eleanor the Great,-12,8.07,6.78,1.29
Twisters,Elemental,-16,6.92,6.29,0.63
Twisters,Elemental,-15,4.71,5.51,0.8
Twisters,Elemental,-14,8.05,6.99,1.06
Twisters,Elemental,-12,8.07,9.46,1.38
Twisters,Elemental,-11,8.39,11.2,2.8
Twisters,Elemental,-10,7.43,9.7,2.26
Twisters,Elemental,-9,9.45,9.7,0.25
Twisters,Elemental,-8,10.16,12.02,1.86
Twisters,Elemental,-7,10.56,10.58,0.02
Twisters,Elemental,-5,13.39,12.72,0.67
Twisters,Elemental,-4,18.04,20.56,2.51
Twisters,Elemental,-3,29.61,28.41,1.2
Twisters,Eli Roth Presents: Jimmy and Stiggs,-27,7.93,6.49,1.44
Twisters,Eli Roth Presents: Jimmy and Stiggs,-26,3.28,4.35,1.07
Twisters,Eli Roth Presents: Jimmy and Stiggs,-25,3.41,4.09,0.69
Twisters,Eli Roth Presents: Jimmy and Stiggs,-23,2.57,4.74,2.17
Twisters,Eli Roth Presents: Jimmy and Stiggs,-22,3.84,2.91,0.93
Twisters,Eli Roth Presents: Jimmy and Stiggs,-21,6.27,4.54,1.73
Twisters,Eli Roth Presents: Jimmy and Stiggs,-20,3.85,4.89,1.04
Twisters,Eli Roth Presents: Jimmy and Stiggs,-19,4.92,3.65,1.28
Twisters,Elio,-15,4.71,7.27,2.57
Twisters,Elio,-14,8.05,7.13,0.92
Twisters,Elio,-13,5.29,7.72,2.44
Twisters,Elio,-12,8.07,8.02,0.05
Twisters,Elio,-11,8.39,8.42,0.02
Twisters,Elio,-10,7.43,7.56,0.13
Twisters,Elio,-9,9.45,9.89,0.44
Twisters,Elio,-8,10.16,8.15,2.01
Twisters,Elio,-6,16.3,14.89,1.41
Twisters,Elio,-5,13.39,14.89,1.5
Twisters,Elio,-4,18.04,17.51,0.54
Twisters,Elio,-3,29.61,31.81,2.2
Twisters,Elio: Early Access Screening,-18,7.6,9.68,2.08
Twisters,Elio: Early Access Screening,-17,10.03,8.79,1.23
Twisters,Elio: Early Access Screening,-16,6.92,9.07,2.15
Twisters,Elio: Early Access Screening,-14,8.05,10.4,2.34
Twisters,Elio: Early Access Screening,-13,5.29,7.39,2.11
Twisters,Elio: Early Access Screening,-12,8.07,8.29,0.21
Twisters,Elio: Early Access Screening,-11,8.39,10.89,2.49
Twisters,Elio: Early Access Screening,-10,7.43,8.19,0.76
Twisters,Elio: Early Access Screening,-9,9.45,7.27,2.18
Twisters,Elio: Early Access Screening,-7,10.56,12.74,2.18
Twisters,Elio: Early Access Screening,-6,16.3,15.82,0.48
Twisters,Elio: Early Access Screening,-5,13.39,14.93,1.54
Twisters,Elvis,-14,8.05,8.34,0.29
Twisters,Elvis,-13,5.29,8.03,2.74
Twisters,Elvis,-12,8.07,8.73,0.66
Twisters,Elvis,-11,8.39,9.7,1.3
Twisters,Elvis,-10,7.43,4.97,2.46
Twisters,Elvis Early Access Fan Event,-16,6.92,9.54,2.62
Twisters,Elvis Early Access Fan Event,-15,4.71,7.54,2.83
Twisters,Elvis Early Access Fan Event,-14,8.05,7.09,0.96
Twisters,Elvis Early Access Fan Event,-13,5.29,7.97,2.68
Twisters,Elvis Early Access Fan Event,-12,8.07,5.7,2.38
Twisters,Enter The Dragon 50th Anniversary,-24,3.65,0.96,2.69
Twisters,Enter The Dragon 50th Anniversary,-23,2.57,5.47,2.9
Twisters,Enter The Dragon 50th Anniversary,-22,3.84,5.33,1.49
Twisters,Eternals,-20,3.85,5.86,2.01
Twisters,Eternals,-19,4.92,5.14,0.22
Twisters,Eternals,-18,7.6,5.46,2.13
Twisters,Eternals,-16,6.92,9.27,2.35
Twisters,Eternals,-15,4.71,6.76,2.05
Twisters,Eternals,-14,8.05,6.15,1.91
Twisters,Eternals,-13,5.29,4.29,1.0
Twisters,Eternals,-11,8.39,6.09,2.31
Twisters,Eternals,-10,7.43,5.75,1.69
Twisters,Eternals,-9,9.45,8.26,1.19
Twisters,Evil Does Not Exist - Q&A with Ryusuke Hamaguchi,-28,3.35,2.85,0.5
Twisters,Evil Does Not Exist - Q&A with Ryusuke Hamaguchi,-25,3.41,3.12,0.28
Twisters,Evil Does Not Exist - Q&A with Ryusuke Hamaguchi,-23,2.57,2.1,0.47
Twisters,Extremely Unique Dynamic,-21,6.27,5.1,1.17
Twisters,Extremely Unique Dynamic,-17,10.03,11.37,1.35
Twisters,Extremely Unique Dynamic,-13,5.29,4.64,0.65
Twisters,F1: The Movie,-30,5.22,7.79,2.57
Twisters,F1: The Movie,-29,5.65,4.47,1.18
Twisters,F1: The Movie,-28,3.35,4.95,1.6
Twisters,F1: The Movie,-22,3.84,5.62,1.78
Twisters,F1: The Movie,-21,6.27,6.09,0.18
Twisters,F1: The Movie,-20,3.85,5.89,2.04
Twisters,F1: The Movie,-19,4.92,5.4,0.48
Twisters,F1: The Movie,-18,7.6,6.03,1.57
Twisters,F1: The Movie,-16,6.92,6.13,0.79
Twisters,F1: The Movie,-15,4.71,5.31,0.6
Twisters,F1: The Movie,-14,8.05,6.65,1.4
Twisters,F1: The Movie,-13,5.29,7.56,2.27
Twisters,F1: The Movie,-12,8.07,6.17,1.9
Twisters,F1: The Movie,-11,8.39,8.26,0.13
Twisters,F1: The Movie,-10,7.43,9.48,2.05
Twisters,F1: The Movie,-9,9.45,11.61,2.16
Twisters,F1: The Movie,-8,10.16,11.25,1.09
Twisters,F1: The Movie,-7,10.56,10.58,0.01
Twisters,F1: The Movie Imax Event,-26,3.28,3.77,0.49
Twisters,F1: The Movie Imax Event,-25,3.41,2.48,0.93
Twisters,F1: The Movie Imax Event,-24,3.65,2.95,0.7
Twisters,F1: The Movie Imax Event,-23,2.57,2.96,0.4
Twisters,F1: The Movie Imax Event,-22,3.84,2.61,1.23
Twisters,F1: The Movie: Early Access Screening,-27,7.93,7.98,0.05
Twisters,F1: The Movie: Early Access Screening,-26,3.28,5.92,2.64
Twisters,F1: The Movie: Early Access Screening,-25,3.41,5.22,1.81
Twisters,F1: The Movie: Early Access Screening,-24,3.65,4.26,0.61
Twisters,F1: The Movie: Early Access Screening,-23,2.57,4.44,1.87
Twisters,F1: The Movie: Early Access Screening,-22,3.84,4.42,0.58
Twisters,F1: The Movie: Early Access Screening,-21,6.27,4.7,1.57
Twisters,F1: The Movie: Early Access Screening,-20,3.85,4.95,1.1
Twisters,F1: The Movie: Early Access Screening,-19,4.92,4.19,0.74
Twisters,F1: The Movie: Early Access Screening,-18,7.6,4.74,2.86
Twisters,Family Camp,-22,3.84,5.11,1.27
Twisters,Family Camp,-21,6.27,5.6,0.68
Twisters,Family Camp,-20,3.85,3.42,0.43
Twisters,Family Camp,-13,5.29,5.85,0.56
Twisters,Family Camp,-12,8.07,5.1,2.97
Twisters,Family Camp,-11,8.39,9.06,0.67
Twisters,Family Camp,-10,7.43,4.86,2.57
Twisters,Family Camp,-9,9.45,11.88,2.43
Twisters,Fast X,-26,3.28,2.25,1.03
Twisters,Fast X,-25,3.41,3.5,0.1
Twisters,Fast X,-24,3.65,2.12,1.54
Twisters,Fast X,-23,2.57,1.91,0.65
Twisters,Fast X,-22,3.84,2.91,0.94
Twisters,Father Stu,-23,2.57,0.0,2.57
Twisters,Father Stu,-22,3.84,5.46,1.62
Twisters,Father Stu,-21,6.27,5.24,1.03
Twisters,Father Stu,-13,5.29,8.17,2.88
Twisters,Father Stu,-12,8.07,8.84,0.77
Twisters,Father Stu,-11,8.39,7.78,0.61
Twisters,Father Stu,-10,7.43,8.15,0.72
Twisters,Father Stu,-9,9.45,8.64,0.81
Twisters,Ferrari,-18,7.6,7.29,0.31
Twisters,Ferrari,-17,10.03,12.62,2.59
Twisters,Ferrari,-16,6.92,8.44,1.52
Twisters,Ferrari: Early Access Screening,-15,4.71,3.85,0.86
Twisters,Ferrari: Early Access Screening,-14,8.05,5.26,2.8
Twisters,Ferrari: Early Access Screening,-13,5.29,6.02,0.74
Twisters,Ferrari: Early Access Screening,-12,8.07,6.89,1.19
Twisters,Ferrari: Early Access Screening,-10,7.43,9.48,2.05
Twisters,Ferrari: Early Access Screening,-9,9.45,10.62,1.17
Twisters,Ferrari: Early Access Screening,-8,10.16,9.93,0.22
Twisters,Ferrari: Early Access Screening,-7,10.56,11.5,0.94
Twisters,Final Fantasy VII: Advent Children Complete,-25,3.41,6.22,2.81
Twisters,Final Fantasy VII: Advent Children Complete,-24,3.65,4.58,0.93
Twisters,Final Fantasy VII: Advent Children Complete,-23,2.57,4.48,1.91
Twisters,Final Fantasy VII: Advent Children Complete,-22,3.84,4.09,0.25
Twisters,Five Nights at Freddy's,-18,7.6,9.54,1.94
Twisters,Five Nights at Freddy's,-17,10.03,7.89,2.14
Twisters,Five Nights at Freddy's,-16,6.92,8.74,1.81
Twisters,Five Nights at Freddy's,-14,8.05,7.27,0.78
Twisters,Five Nights at Freddy's,-13,5.29,7.07,1.78
Twisters,Five Nights at Freddy's,-12,8.07,6.85,1.22
Twisters,Five Nights at Freddy's,-11,8.39,7.38,1.01
Twisters,Five Nights at Freddy's,-10,7.43,7.83,0.4
Twisters,Five Nights at Freddy's,-9,9.45,9.7,0.25
Twisters,Five Nights at Freddy's 2 Opening Night Event,-24,3.65,6.32,2.67
Twisters,Five Nights at Freddy's 2 Opening Night Event,-23,2.57,5.08,2.52
Twisters,Five Nights at Freddy's 2 Opening Night Event,-22,3.84,4.56,0.72
Twisters,Five Nights at Freddy's 2 Opening Night Event,-21,6.27,5.03,1.25
Twisters,Five Nights at Freddy's 2 Opening Night Event,-20,3.85,4.73,0.88
Twisters,Five Nights at Freddy's 2 Opening Night Event,-19,4.92,3.27,1.66
Twisters,Flight Risk,-8,10.16,7.44,2.72
Twisters,Flight Risk,-7,10.56,9.41,1.16
Twisters,Flight Risk,-6,16.3,14.16,2.15
Twisters,Flight Risk,-5,13.39,14.59,1.2
Twisters,Flight Risk,-4,18.04,18.81,0.76
Twisters,Flow,-10,7.43,6.26,1.18
Twisters,Flow,-9,9.45,11.01,1.56
Twisters,Flow,-8,10.16,12.96,2.81
Twisters,Fly,-14,8.05,8.49,0.43
Twisters,Fly,-13,5.29,8.01,2.73
Twisters,Fly,-12,8.07,9.46,1.39
Twisters,Fly,-11,8.39,8.18,0.21
Twisters,Fly,-10,7.43,6.69,0.74
Twisters,Fly Me to the Moon,-14,8.05,5.76,2.29
Twisters,Fly Me to the Moon,-13,5.29,8.19,2.91
Twisters,Fly Me to the Moon,-12,8.07,6.67,1.4
Twisters,Fly Me to the Moon,-11,8.39,9.37,0.98
Twisters,Fly Me to the Moon,-9,9.45,8.57,0.89
Twisters,Fly Me to the Moon,-8,10.16,10.11,0.05
Twisters,Fly Me to the Moon,-7,10.56,10.41,0.15
Twisters,Fly Me to the Moon: Early Access Screening,-13,5.29,6.47,1.18
Twisters,Fly Me to the Moon: Early Access Screening,-12,8.07,8.88,0.8
Twisters,Fly Me to the Moon: Early Access Screening,-11,8.39,8.56,0.17
Twisters,Fly Me to the Moon: Early Access Screening,-10,7.43,9.85,2.42
Twisters,For King + Country: A Drummer Boy Christmas - Live,-20,3.85,3.93,0.08
Twisters,For King + Country: A Drummer Boy Christmas - Live,-19,4.92,6.35,1.43
Twisters,For King + Country: A Drummer Boy Christmas - Live,-18,7.6,4.67,2.93
Twisters,For the One,-26,3.28,3.94,0.66
Twisters,For the One,-25,3.41,5.22,1.81
Twisters,For the One,-24,3.65,5.6,1.95
Twisters,For the One,-23,2.57,4.6,2.03
Twisters,For the One,-22,3.84,5.46,1.61
Twisters,For the One,-21,6.27,5.51,0.76
Twisters,For the One,-15,4.71,6.12,1.42
Twisters,For the One,-14,8.05,6.29,1.76
Twisters,For the One,-13,5.29,4.82,0.47
Twisters,Freakier Friday,-18,7.6,9.68,2.08
Twisters,Freakier Friday,-17,10.03,9.56,0.47
Twisters,Freakier Friday,-16,6.92,8.83,1.91
Twisters,Free Guy,-5,13.39,13.02,0.37
Twisters,Free Guy,-4,18.04,17.92,0.13
Twisters,Free Guy,-3,29.61,27.63,1.98
Twisters,Furiosa: A Mad Max Saga,-12,8.07,10.45,2.38
Twisters,Furiosa: A Mad Max Saga,-11,8.39,8.48,0.08
Twisters,Furiosa: A Mad Max Saga,-10,7.43,8.36,0.93
Twisters,Furiosa: A Mad Max Saga,-9,9.45,8.48,0.97
Twisters,Furiosa: A Mad Max Saga,-8,10.16,10.4,0.24
Twisters,Furiosa: A Mad Max Saga,-7,10.56,12.42,1.86
Twisters,G-Dragon,-32,3.25,5.01,1.76
Twisters,G-Dragon,-31,3.13,4.36,1.24
Twisters,G-Dragon,-30,5.22,3.19,2.02
Twisters,G-Dragon,-25,3.41,6.36,2.96
Twisters,G-Dragon,-24,3.65,4.56,0.91
Twisters,G-Dragon,-23,2.57,3.56,0.99
Twisters,G-Dragon,-22,3.84,3.53,0.31
Twisters,Gabby's Dollhouse: The Movie,-8,10.16,12.02,1.87
Twisters,Gabby's Dollhouse: The Movie,-7,10.56,12.97,2.4
Twisters,Gabby's Dollhouse: The Movie,-6,16.3,15.22,1.09
Twisters,Gabby's Dollhouse: The Movie,-5,13.39,15.09,1.7
Twisters,Gabby's Dollhouse: The Movie,-4,18.04,19.75,1.71
Twisters,Galaxy Fanmade: ENHYPEN,-12,8.07,9.55,1.47
Twisters,Galaxy Fanmade: ENHYPEN,-11,8.39,7.14,1.26
Twisters,Galaxy Fanmade: ENHYPEN,-10,7.43,4.75,2.69
Twisters,Game Changer,-10,7.43,4.57,2.86
Twisters,Game Changer,-9,9.45,6.51,2.94
Twisters,Game Changer,-8,10.16,9.68,0.48
Twisters,Ghostbusters: Afterlife,-9,9.45,10.83,1.38
Twisters,Ghostbusters: Afterlife,-8,10.16,9.73,0.42
Twisters,Ghostbusters: Afterlife,-7,10.56,8.26,2.3
Twisters,Ghostbusters: Frozen Empire,-14,8.05,6.62,1.43
Twisters,Ghostbusters: Frozen Empire,-13,5.29,6.26,0.97
Twisters,Ghostbusters: Frozen Empire,-12,8.07,6.19,1.89
Twisters,Ghostbusters: Frozen Empire,-11,8.39,7.0,1.4
Twisters,Ghostbusters: Frozen Empire,-10,7.43,5.9,1.54
Twisters,Ghostbusters: Frozen Empire,-9,9.45,6.66,2.79
Twisters,Girl Climber,-11,8.39,9.15,0.75
Twisters,Girl Climber,-10,7.43,7.96,0.53
Twisters,Girl Climber,-9,9.45,11.07,1.62
Twisters,Giselle: Ballet in Cinema,-10,7.43,10.29,2.86
Twisters,Giselle: Ballet in Cinema,-9,9.45,11.29,1.84
Twisters,Giselle: Ballet in Cinema,-8,10.16,9.95,0.21
Twisters,Gladiator II,-37,4.33,2.86,1.47
Twisters,Gladiator II,-36,5.6,3.17,2.43
Twisters,Gladiator II,-35,3.59,2.64,0.96
Twisters,Gladiator II,-34,4.81,4.73,0.09
Twisters,Gladiator II,-33,5.35,5.31,0.05
Twisters,Gladiator II,-32,3.25,6.13,2.88
Twisters,Gladiator II,-31,3.13,4.91,1.79
Twisters,Gladiator II,-29,5.65,7.94,2.29
Twisters,Gladiator II,-28,3.35,5.66,2.31
Twisters,Gladiator II,-27,7.93,5.25,2.68
Twisters,Gladiator II,-26,3.28,4.19,0.91
Twisters,Gladiator II,-25,3.41,5.01,1.61
Twisters,Gladiator II,-24,3.65,3.99,0.34
Twisters,Gladiator II,-23,2.57,3.82,1.26
Twisters,Gladiator II,-22,3.84,3.56,0.29
Twisters,Gladiator II,-21,6.27,5.25,1.03
Twisters,Gladiator II,-20,3.85,4.17,0.32
Twisters,Gladiator II,-19,4.92,4.45,0.47
Twisters,Gladiator II,-18,7.6,5.07,2.53
Twisters,Gladiator II,-11,8.39,6.26,2.14
Twisters,Gladiator II,-10,7.43,7.78,0.34
Twisters,Gladiator II,-9,9.45,7.46,2.0
Twisters,Gladiator II,-8,10.16,7.73,2.42
Twisters,Gladiator II,-7,10.56,8.51,2.05
Twisters,Glass Onion: A Knives Out Mystery,-37,4.33,5.82,1.49
Twisters,Glass Onion: A Knives Out Mystery,-36,5.6,3.91,1.69
Twisters,Glass Onion: A Knives Out Mystery,-35,3.59,3.29,0.3
Twisters,Glass Onion: A Knives Out Mystery,-34,4.81,5.85,1.04
Twisters,Glass Onion: A Knives Out Mystery,-33,5.35,5.89,0.54
Twisters,Glass Onion: A Knives Out Mystery,-32,3.25,2.61,0.64
Twisters,Glass Onion: A Knives Out Mystery,-31,3.13,2.78,0.34
Twisters,Glass Onion: A Knives Out Mystery,-30,5.22,2.95,2.26
Twisters,Glass Onion: A Knives Out Mystery,-26,3.28,4.05,0.77
Twisters,Glass Onion: A Knives Out Mystery,-25,3.41,0.87,2.53
Twisters,Glass Onion: A Knives Out Mystery,-24,3.65,2.34,1.31
Twisters,Glass Onion: A Knives Out Mystery,-23,2.57,2.48,0.08
Twisters,Glass Onion: A Knives Out Mystery,-22,3.84,2.39,1.45
Twisters,Gloria Gaynor: I Will Survive,-25,3.41,3.09,0.31
Twisters,Gloria Gaynor: I Will Survive,-24,3.65,5.34,1.68
Twisters,Gloria Gaynor: I Will Survive,-23,2.57,3.95,1.38
Twisters,Gloria Gaynor: I Will Survive,-21,6.27,3.46,2.81
Twisters,Gloria Gaynor: I Will Survive,-20,3.85,5.29,1.44
Twisters,Gloria Gaynor: I Will Survive,-19,4.92,5.64,0.71
Twisters,Gloria Gaynor: I Will Survive,-15,4.71,4.0,0.71
Twisters,Gloria Gaynor: I Will Survive,-14,8.05,5.61,2.44
Twisters,Gloria Gaynor: I Will Survive,-13,5.29,2.46,2.82
Twisters,Gloria Gaynor: I Will Survive,-12,8.07,5.66,2.42
Twisters,God's Not Dead: In God We Trust,-25,3.41,5.17,1.76
Twisters,God's Not Dead: In God We Trust,-24,3.65,4.33,0.68
Twisters,God's Not Dead: In God We Trust,-23,2.57,5.34,2.77
Twisters,God's Not Dead: In God We Trust,-18,7.6,9.56,1.96
Twisters,God's Not Dead: In God We Trust,-17,10.03,10.28,0.25
Twisters,God's Not Dead: In God We Trust,-16,6.92,6.6,0.32
Twisters,Godzilla Minus One,-21,6.27,9.13,2.86
Twisters,Godzilla Minus One,-20,3.85,6.49,2.64
Twisters,Godzilla Minus One,-19,4.92,6.79,1.87
Twisters,Godzilla Minus One (Reissue),-7,10.56,13.46,2.9
Twisters,Godzilla Minus One (Reissue),-6,16.3,16.76,0.46
Twisters,Godzilla Minus One (Reissue),-5,13.39,12.21,1.18
Twisters,Godzilla x Kong: The New Empire,-11,8.39,11.34,2.95
Twisters,Godzilla x Kong: The New Empire,-10,7.43,10.27,2.83
Twisters,Godzilla x Kong: The New Empire,-9,9.45,10.4,0.95
Twisters,Godzilla x Kong: The New Empire,-8,10.16,10.84,0.68
Twisters,Godzilla x Kong: The New Empire,-7,10.56,11.93,1.37
Twisters,Gone With The Wind 85th Anniversary,-26,3.28,4.72,1.44
Twisters,Gone With The Wind 85th Anniversary,-25,3.41,5.1,1.7
Twisters,Gone With The Wind 85th Anniversary,-24,3.65,3.4,0.25
Twisters,Gone With The Wind 85th Anniversary,-23,2.57,2.63,0.06
Twisters,Gone With The Wind 85th Anniversary,-22,3.84,3.35,0.5
Twisters,Gone With The Wind 85th Anniversary,-20,3.85,3.22,0.63
Twisters,Gone With The Wind 85th Anniversary,-19,4.92,3.45,1.47
Twisters,Gone With The Wind 85th Anniversary,-18,7.6,4.65,2.95
Twisters,Good Boy,-5,13.39,12.23,1.16
Twisters,Good Boy,-4,18.04,16.47,1.57
Twisters,Good Boy,-3,29.61,29.37,0.24
Twisters,Good Boy: Early Access Screening,-7,10.56,10.0,0.56
Twisters,Good Boy: Early Access Screening,-6,16.3,13.82,2.48
Twisters,Good Boy: Early Access Screening,-5,13.39,11.75,1.64
Twisters,Good Fortune,-11,8.39,9.49,1.1
Twisters,Good Fortune,-10,7.43,9.58,2.14
Twisters,Good Fortune,-9,9.45,8.75,0.7
Twisters,Good Fortune,-8,10.16,12.98,2.83
Twisters,Good Fortune,-7,10.56,7.72,2.84
Twisters,Grave of the Fireflies - Studio Ghibli Fest 2025,-25,3.41,2.88,0.53
Twisters,Grave of the Fireflies - Studio Ghibli Fest 2025,-24,3.65,1.05,2.6
Twisters,Grave of the Fireflies - Studio Ghibli Fest 2025,-23,2.57,3.71,1.14
Twisters,Grave of the Fireflies - Studio Ghibli Fest 2025,-22,3.84,1.42,2.43
Twisters,Grease 45th Anniversary,-24,3.65,6.65,3.0
Twisters,Grease 45th Anniversary,-23,2.57,2.83,0.26
Twisters,Grease 45th Anniversary,-22,3.84,2.32,1.52
Twisters,Grease 45th Anniversary,-21,6.27,3.58,2.7
Twisters,Grease 45th Anniversary,-20,3.85,4.77,0.92
Twisters,Grease 45th Anniversary,-19,4.92,3.27,1.65
Twisters,Grease 45th Anniversary,-15,4.71,6.84,2.13
Twisters,Grease 45th Anniversary,-14,8.05,7.66,0.39
Twisters,Grease 45th Anniversary,-13,5.29,8.24,2.95
Twisters,Grease 45th Anniversary,-12,8.07,5.42,2.66
Twisters,Grease 45th Anniversary,-11,8.39,5.6,2.79
Twisters,Grease 45th Anniversary,-10,7.43,6.13,1.3
Twisters,Grease 45th Anniversary,-9,9.45,7.93,1.52
Twisters,Green and Gold,-12,8.07,6.14,1.93
Twisters,Green and Gold,-11,8.39,7.18,1.21
Twisters,Green and Gold,-10,7.43,6.75,0.69
Twisters,Guardians of the Galaxy Vol. 3,-26,3.28,3.46,0.18
Twisters,Guardians of the Galaxy Vol. 3,-25,3.41,5.79,2.39
Twisters,Guardians of the Galaxy Vol. 3,-24,3.65,4.79,1.14
Twisters,Guardians of the Galaxy Vol. 3,-23,2.57,3.53,0.96
Twisters,Guardians of the Galaxy Vol. 3,-22,3.84,3.25,0.59
Twisters,Haikyuu!! The Dumpster Battle,-12,8.07,7.97,0.1
Twisters,Haikyuu!! The Dumpster Battle,-11,8.39,9.06,0.67
Twisters,Haikyuu!! The Dumpster Battle,-10,7.43,6.39,1.04
Twisters,Haikyuu!! The Dumpster Battle,-9,9.45,7.1,2.35
Twisters,Haikyuu!! The Dumpster Battle,-8,10.16,9.46,0.7
Twisters,Haikyuu!! The Dumpster Battle,-7,10.56,8.14,2.42
Twisters,Hans Zimmer & Friends: Diamonds in the Desert,-25,3.41,4.3,0.9
Twisters,Hans Zimmer & Friends: Diamonds in the Desert,-24,3.65,4.16,0.51
Twisters,Hans Zimmer & Friends: Diamonds in the Desert,-23,2.57,3.82,1.25
Twisters,Hans Zimmer & Friends: Diamonds in the Desert,-22,3.84,3.33,0.52
Twisters,Hans Zimmer & Friends: Diamonds in the Desert,-21,6.27,3.33,2.94
Twisters,Hans Zimmer & Friends: Diamonds in the Desert,-20,3.85,3.15,0.7
Twisters,Hans Zimmer & Friends: Diamonds in the Desert,-19,4.92,2.49,2.43
Twisters,Haunted Mansion,-25,3.41,5.97,2.57
Twisters,Haunted Mansion,-24,3.65,6.37,2.72
Twisters,Haunted Mansion,-23,2.57,5.51,2.94
Twisters,Haunted Mansion,-22,3.84,5.02,1.17
Twisters,Haunted Mansion,-21,6.27,5.12,1.16
Twisters,Haunted Mansion,-20,3.85,5.36,1.51
Twisters,Haunted Mansion,-19,4.92,6.28,1.36
Twisters,Haunted Mansion,-18,7.6,5.77,1.83
Twisters,Haunted Mansion,-13,5.29,5.07,0.22
Twisters,Haunted Mansion,-12,8.07,5.37,2.7
Twisters,Haunted Mansion,-11,8.39,6.2,2.19
Twisters,Haunted Mansion,-10,7.43,6.28,1.16
