Target Title,Similar Title,DBR,Target Growth,Similar Growth,Difference
Twisters,100 Meters,-14,8.05,7.37,0.68
Twisters,100 Meters,-13,5.29,7.43,2.14
Twisters,100 Meters,-12,8.07,9.05,0.97
Twisters,100 Meters,-11,8.39,8.91,0.51
Twisters,100 Meters,-10,7.43,9.01,1.58
Twisters,100 Meters,-9,9.45,9.51,0.06
Twisters,12 Mighty Orphans,-15,4.71,6.15,1.44
Twisters,12 Mighty Orphans,-14,8.05,6.99,1.06
Twisters,12 Mighty Orphans,-13,5.29,5.24,0.05
Twisters,2/22: 2025 Best Picture Showcase Day One Marathon,-22,3.84,5.18,1.33
Twisters,2/22: 2025 Best Picture Showcase Day One Marathon,-21,6.27,4.55,1.73
Twisters,2/22: 2025 Best Picture Showcase Day One Marathon,-20,3.85,5.31,1.46
Twisters,2/22: 2025 Best Picture Showcase Day One Marathon,-19,4.92,4.45,0.47
Twisters,28 Years Later,-5,13.39,12.34,1.05
Twisters,28 Years Later,-4,18.04,17.34,0.7
Twisters,28 Years Later,-3,29.61,28.14,1.47
Twisters,28 Years Later,-2,28.86,31.13,2.27
Twisters,3/1: 2025 Best Picture Showcase 24hr Marathon,-33,5.35,5.66,0.31
Twisters,3/1: 2025 Best Picture Showcase 24hr Marathon,-31,3.13,1.79,1.34
Twisters,3/1: 2025 Best Picture Showcase 24hr Marathon,-28,3.35,1.74,1.61
Twisters,3/1: 2025 Best Picture Showcase 24hr Marathon,-26,3.28,2.61,0.67
Twisters,3/1: 2025 Best Picture Showcase 24hr Marathon,-24,3.65,2.54,1.11
Twisters,3/1: 2025 Best Picture Showcase 24hr Marathon,-23,2.57,4.13,1.56
Twisters,3/1: 2025 Best Picture Showcase 24hr Marathon,-22,3.84,2.38,1.46
Twisters,3/1: 2025 Best Picture Showcase 24hr Marathon,-20,3.85,1.56,2.29
Twisters,3/1: 2025 Best Picture Showcase 24hr Marathon,-17,10.03,11.11,1.08
Twisters,3/1: 2025 Best Picture Showcase 24hr Marathon,-15,4.71,4.0,0.71
Twisters,3/1: 2025 Best Picture Showcase 24hr Marathon,-14,8.05,5.77,2.28
Twisters,3/1: 2025 Best Picture Showcase Day Two Marathon,-30,5.22,4.02,1.19
Twisters,3/1: 2025 Best Picture Showcase Day Two Marathon,-29,5.65,4.97,0.68
Twisters,3/1: 2025 Best Picture Showcase Day Two Marathon,-28,3.35,3.78,0.43
Twisters,3/1: 2025 Best Picture Showcase Day Two Marathon,-27,7.93,6.0,1.92
Twisters,3/1: 2025 Best Picture Showcase Day Two Marathon,-26,3.28,3.09,0.19
Twisters,3/1: 2025 Best Picture Showcase Day Two Marathon,-25,3.41,2.46,0.94
Twisters,3/1: 2025 Best Picture Showcase Day Two Marathon,-24,3.65,2.64,1.01
Twisters,3/1: 2025 Best Picture Showcase Day Two Marathon,-23,2.57,2.52,0.05
Twisters,3/1: 2025 Best Picture Showcase Day Two Marathon,-22,3.84,1.87,1.98
Twisters,A Big Bold Beautiful Journey,-18,7.6,10.27,2.67
Twisters,A Big Bold Beautiful Journey,-17,10.03,10.84,0.81
Twisters,A Big Bold Beautiful Journey,-16,6.92,7.62,0.7
Twisters,A Big Bold Beautiful Journey,-15,4.71,5.41,0.71
Twisters,A Big Bold Beautiful Journey,-14,8.05,6.76,1.29
Twisters,A Big Bold Beautiful Journey,-12,8.07,6.52,1.55
Twisters,A Big Bold Beautiful Journey,-11,8.39,9.2,0.8
Twisters,A Big Bold Beautiful Journey,-10,7.43,9.19,1.75
Twisters,A Big Bold Beautiful Journey,-9,9.45,10.93,1.48
Twisters,A Big Bold Beautiful Journey,-8,10.16,7.67,2.48
Twisters,A Big Bold Beautiful Journey,-7,10.56,8.07,2.5
Twisters,A Christmas Story 40th Anniversary,-25,3.41,5.13,1.73
Twisters,A Christmas Story 40th Anniversary,-24,3.65,2.93,0.72
Twisters,A Christmas Story 40th Anniversary,-23,2.57,3.62,1.06
Twisters,A Christmas Story 40th Anniversary,-22,3.84,2.4,1.45
Twisters,A Haunting in Venice: Early Access Screening,-12,8.07,7.71,0.36
Twisters,A Haunting in Venice: Early Access Screening,-11,8.39,10.59,2.19
Twisters,A Haunting in Venice: Early Access Screening,-10,7.43,4.73,2.7
Twisters,A Minecraft Movie,-16,6.92,7.64,0.72
Twisters,A Minecraft Movie,-15,4.71,7.65,2.94
Twisters,A Minecraft Movie,-14,8.05,8.64,0.59
Twisters,A Quiet Place Part II,-11,8.39,6.92,1.47
Twisters,A Quiet Place Part II,-10,7.43,9.5,2.07
Twisters,A Quiet Place Part II,-9,9.45,10.93,1.48
Twisters,A Quiet Place Part II,-8,10.16,10.86,0.7
Twisters,A Quiet Place Part II,-7,10.56,13.02,2.46
Twisters,A Quiet Place Part II,-5,13.39,11.13,2.26
Twisters,A Quiet Place Part II,-4,18.04,16.58,1.46
Twisters,A Quiet Place Part II,-3,29.61,27.24,2.37
Twisters,A Quiet Place: Day One,-23,2.57,5.52,2.95
Twisters,A Quiet Place: Day One,-22,3.84,6.66,2.82
Twisters,A Quiet Place: Day One,-21,6.27,7.01,0.74
Twisters,A Quiet Place: Day One,-20,3.85,5.09,1.24
Twisters,A Quiet Place: Day One,-19,4.92,4.79,0.13
Twisters,A Quiet Place: Day One,-18,7.6,5.82,1.77
Twisters,A Quiet Place: Day One,-11,8.39,7.65,0.74
Twisters,A Quiet Place: Day One,-10,7.43,5.39,2.05
Twisters,A Quiet Place: Day One,-9,9.45,8.55,0.9
Twisters,A Quiet Place: Day One Opening Day Fan Event,-21,6.27,6.58,0.31
Twisters,A Quiet Place: Day One Opening Day Fan Event,-20,3.85,6.71,2.86
Twisters,A Quiet Place: Day One Opening Day Fan Event,-19,4.92,4.73,0.19
Twisters,A Quiet Place: Day One Opening Day Fan Event,-18,7.6,4.67,2.93
Twisters,A RAD Documentary,-30,5.22,6.35,1.13
Twisters,A RAD Documentary,-29,5.65,7.03,1.38
Twisters,A RAD Documentary,-28,3.35,5.82,2.48
Twisters,A RAD Documentary,-17,10.03,8.99,1.04
Twisters,A RAD Documentary,-16,6.92,7.41,0.49
Twisters,A RAD Documentary,-15,4.71,6.16,1.45
Twisters,A RAD Documentary,-14,8.05,7.81,0.24
Twisters,A RAD Documentary,-11,8.39,11.3,2.91
Twisters,A RAD Documentary,-10,7.43,8.98,1.55
Twisters,A RAD Documentary,-9,9.45,8.13,1.32
Twisters,A RAD Documentary,-8,10.16,11.1,0.95
Twisters,A Thousand and One,-16,6.92,6.06,0.86
Twisters,A Thousand and One,-15,4.71,5.17,0.46
Twisters,A Thousand and One,-14,8.05,5.2,2.85
Twisters,A Thousand and One,-13,5.29,6.57,1.28
Twisters,A Thousand and One,-12,8.07,7.25,0.82
Twisters,A Thousand and One,-11,8.39,5.89,2.5
Twisters,A Thousand and One,-10,7.43,8.49,1.05
Twisters,A Thousand and One,-9,9.45,11.65,2.2
Twisters,A Thousand and One,-8,10.16,9.96,0.19
Twisters,A Thousand and One,-7,10.56,11.51,0.95
Twisters,A for Adley: Lost in the Movies,-17,10.03,12.59,2.56
Twisters,A for Adley: Lost in the Movies,-16,6.92,6.76,0.16
Twisters,A for Adley: Lost in the Movies,-15,4.71,5.67,0.96
Twisters,A24 X IMAX Present: The Witch,-23,2.57,0.0,2.57
Twisters,A24 X IMAX Present: The Witch,-22,3.84,4.27,0.42
Twisters,A24 X IMAX Present: The Witch,-21,6.27,4.12,2.15
Twisters,A24 x IMAX Present: Everything Everywhere All at Once,-26,3.28,1.09,2.19
Twisters,A24 x IMAX Present: Everything Everywhere All at Once,-25,3.41,1.12,2.29
Twisters,A24 x IMAX Present: Everything Everywhere All at Once,-24,3.65,1.07,2.58
Twisters,A24 x IMAX Present: Everything Everywhere All at Once,-23,2.57,1.54,1.03
Twisters,A24 x IMAX Present: Everything Everywhere All at Once,-22,3.84,1.22,2.63
Twisters,A24 x IMAX Present: Hereditary,-21,6.27,5.98,0.29
Twisters,A24 x IMAX Present: Hereditary,-20,3.85,6.76,2.91
Twisters,A24 x IMAX Present: Hereditary,-19,4.92,6.91,1.99
Twisters,A24 x IMAX Present: Moonlight,-26,3.28,3.99,0.71
Twisters,A24 x IMAX Present: Moonlight,-25,3.41,5.37,1.97
Twisters,A24 x IMAX Present: Moonlight,-24,3.65,2.34,1.32
Twisters,A24 x IMAX Present: Moonlight,-23,2.57,2.83,0.26
Twisters,A24 x IMAX Present: Moonlight,-22,3.84,1.93,1.92
Twisters,A24 x IMAX Present: Moonlight,-18,7.6,8.94,1.34
Twisters,A24 x IMAX Present: Moonlight,-17,10.03,8.67,1.36
Twisters,A24 x IMAX Present: Moonlight,-16,6.92,8.79,1.87
Twisters,A24 x IMAX Present: Moonlight,-12,8.07,7.71,0.37
Twisters,A24 x IMAX Present: Moonlight,-11,8.39,6.71,1.68
Twisters,A24 x IMAX Present: Moonlight,-10,7.43,5.69,1.75
Twisters,A24 x IMAX Present: Moonlight,-9,9.45,7.47,1.98
Twisters,A24 x IMAX Present: Moonlight,-8,10.16,7.62,2.53
Twisters,A24 x IMAX Present: Oasis: Supersonic,-26,3.28,2.02,1.27
Twisters,A24 x IMAX Present: Oasis: Supersonic,-24,3.65,1.54,2.11
Twisters,A24 x IMAX Present: Oasis: Supersonic,-23,2.57,1.74,0.82
Twisters,A24 x IMAX Present: Oasis: Supersonic,-22,3.84,1.44,2.4
Twisters,A24 x IMAX Present: Oasis: Supersonic,-20,3.85,1.0,2.85
Twisters,A24 x IMAX Present: The Green Knight,-23,2.57,0.0,2.57
Twisters,A24 x IMAX Present: The Green Knight,-22,3.84,1.32,2.52
Twisters,A24 x IMAX Present: The Green Knight,-21,6.27,5.02,1.25
Twisters,A24 x IMAX Present: The Green Knight,-20,3.85,4.38,0.53
Twisters,A24 x IMAX Present: The Lighthouse,-21,6.27,7.8,1.53
Twisters,A24 x IMAX Present: The Lighthouse,-20,3.85,5.16,1.31
Twisters,A24 x IMAX Present: The Lighthouse,-19,4.92,4.61,0.32
Twisters,A24 x IMAX Present: The Lighthouse,-18,7.6,4.6,3.0
Twisters,A24 x IMAX Present: Uncut Gems,-25,3.41,2.74,0.67
Twisters,A24 x IMAX Present: Uncut Gems,-24,3.65,1.53,2.12
Twisters,A24 x IMAX Present: Uncut Gems,-23,2.57,1.4,1.17
Twisters,A24 x IMAX Present: Uncut Gems,-22,3.84,0.98,2.86
Twisters,A24 x IMAX Present: Uncut Gems,-15,4.71,2.25,2.45
Twisters,A24 x IMAX Present: Uncut Gems,-14,8.05,8.51,0.46
Twisters,A24 x IMAX Present: Uncut Gems,-13,5.29,3.26,2.03
Twisters,AMC Screen Unseen: February 17,-11,8.39,10.27,1.87
Twisters,AMC Screen Unseen: February 17,-10,7.43,9.43,2.0
Twisters,AMC Screen Unseen: February 17,-9,9.45,7.68,1.77
Twisters,AMC Screen Unseen: November 11,-11,8.39,7.83,0.56
Twisters,AMC Screen Unseen: November 11,-10,7.43,6.87,0.57
Twisters,AMC Screen Unseen: November 11,-9,9.45,8.5,0.95
Twisters,AMC Screen Unseen: November 11,-8,10.16,7.27,2.88
Twisters,AMC Thrills and Chills Surprise Screening: October 29,-6,16.3,15.14,1.16
Twisters,AMC Thrills and Chills Surprise Screening: October 29,-5,13.39,15.75,2.36
Twisters,AMC Thrills and Chills Surprise Screening: October 29,-4,18.04,17.68,0.37
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-35,3.59,1.74,1.85
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-34,4.81,2.37,2.45
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-33,5.35,4.78,0.57
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-32,3.25,3.65,0.4
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-31,3.13,3.75,0.62
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-30,5.22,2.76,2.46
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-26,3.28,4.1,0.81
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-25,3.41,5.99,2.59
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-24,3.65,6.53,2.88
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-23,2.57,4.13,1.56
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-22,3.84,6.75,2.91
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-21,6.27,5.75,0.53
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-20,3.85,4.75,0.9
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-19,4.92,3.42,1.51
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-18,7.6,5.03,2.57
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-16,6.92,4.34,2.58
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-15,4.71,4.35,0.36
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-14,8.05,6.93,1.12
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-13,5.29,5.53,0.24
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-12,8.07,5.91,2.17
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-11,8.39,6.94,1.45
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-10,7.43,5.52,1.92
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-9,9.45,7.52,1.93
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-8,10.16,8.34,1.82
Twisters,AXCN 2025: Cowboy Bebop: The Movie,-7,10.56,8.8,1.76
Twisters,AXCN Gundam Fest 2025: Mobile Suit Gundam: Char's Counterattack,-25,3.41,4.07,0.66
Twisters,AXCN Gundam Fest 2025: Mobile Suit Gundam: Char's Counterattack,-24,3.65,4.09,0.43
Twisters,AXCN Gundam Fest 2025: Mobile Suit Gundam: Char's Counterattack,-23,2.57,1.96,0.61
Twisters,AXCN Gundam Fest 2025: Mobile Suit Gundam: Char's Counterattack,-22,3.84,1.66,2.19
Twisters,AXCN Gundam Fest 2025: Mobile Suit Gundam: Char's Counterattack,-21,6.27,4.41,1.86
Twisters,AXCN Gundam Fest 2025: Mobile Suit Gundam: Char's Counterattack,-20,3.85,2.81,1.04
Twisters,AXCN Gundam Fest 2025: Mobile Suit Gundam: Char's Counterattack,-19,4.92,2.17,2.76
Twisters,AXCN: Cowboy Bebop: The Movie,-26,3.28,1.58,1.7
Twisters,AXCN: Cowboy Bebop: The Movie,-25,3.41,1.96,1.45
Twisters,AXCN: Cowboy Bebop: The Movie,-24,3.65,2.38,1.27
Twisters,AXCN: Cowboy Bebop: The Movie,-22,3.84,2.04,1.81
Twisters,AXCN: Cowboy Bebop: The Movie,-10,7.43,4.99,2.44
Twisters,AXCN: Cowboy Bebop: The Movie,-9,9.45,6.96,2.49
Twisters,AXCN: Cowboy Bebop: The Movie,-8,10.16,11.42,1.27
Twisters,AXCN: Cowboy Bebop: The Movie,-7,10.56,8.14,2.42
Twisters,AXCN: Osamu Tezuka's Metropolis,-15,4.71,2.95,1.75
Twisters,AXCN: Osamu Tezuka's Metropolis,-14,8.05,5.22,2.83
Twisters,AXCN: Osamu Tezuka's Metropolis,-13,5.29,5.06,0.22
Twisters,AXCN: Paprika - Satoshi Kon Fest,-23,2.57,4.3,1.73
Twisters,AXCN: Paprika - Satoshi Kon Fest,-21,6.27,8.76,2.48
Twisters,AXCN: Paprika - Satoshi Kon Fest,-20,3.85,1.71,2.14
Twisters,AXCN: Paprika - Satoshi Kon Fest,-19,4.92,7.17,2.25
Twisters,AXCN: Paprika - Satoshi Kon Fest,-12,8.07,5.66,2.41
Twisters,AXCN: Paprika - Satoshi Kon Fest,-11,8.39,6.49,1.9
Twisters,AXCN: Paprika - Satoshi Kon Fest,-10,7.43,8.67,1.23
Twisters,AXCN: Paprika 4K - 15th Anniversary,-15,4.71,3.1,1.6
Twisters,AXCN: Paprika 4K - 15th Anniversary,-14,8.05,6.66,1.4
Twisters,AXCN: Paprika 4K - 15th Anniversary,-13,5.29,7.79,2.5
Twisters,AXCN: Paprika 4K - 15th Anniversary,-11,8.39,9.71,1.31
Twisters,AXCN: Paprika 4K - 15th Anniversary,-10,7.43,7.65,0.22
Twisters,AXCN: Paprika 4K - 15th Anniversary,-9,9.45,9.48,0.03
Twisters,AXCN: Paprika 4K - 15th Anniversary,-8,10.16,7.67,2.48
Twisters,AXCN: Paprika 4K - 15th Anniversary,-7,10.56,12.04,1.48
Twisters,Ado SPECIAL LIVE Shinzou in Cinema,-14,8.05,10.1,2.05
Twisters,Ado SPECIAL LIVE Shinzou in Cinema,-13,5.29,7.56,2.28
Twisters,Ado SPECIAL LIVE Shinzou in Cinema,-12,8.07,7.83,0.24
Twisters,Ado SPECIAL LIVE Shinzou in Cinema,-11,8.39,6.73,1.66
Twisters,Ado SPECIAL LIVE Shinzou in Cinema,-10,7.43,9.99,2.55
Twisters,Ado SPECIAL LIVE Shinzou in Cinema,-9,9.45,7.36,2.09
Twisters,Advance Screening: Death of a Unicorn,-12,8.07,5.55,2.52
Twisters,Advance Screening: Death of a Unicorn,-11,8.39,7.33,1.06
Twisters,Advance Screening: Death of a Unicorn,-10,7.43,6.51,0.92
Twisters,Aespa World Tour in Cinemas,-23,2.57,5.5,2.93
Twisters,Aespa World Tour in Cinemas,-22,3.84,5.74,1.9
Twisters,Aespa World Tour in Cinemas,-21,6.27,8.66,2.39
Twisters,After Death,-32,3.25,5.52,2.26
Twisters,After Death,-31,3.13,5.61,2.48
Twisters,After Death,-30,5.22,3.36,1.86
Twisters,After Death,-29,5.65,4.62,1.03
Twisters,After Death,-28,3.35,5.72,2.37
Twisters,After Death,-27,7.93,9.33,1.4
Twisters,After Death,-14,8.05,7.0,1.05
Twisters,After Death,-13,5.29,5.72,0.43
Twisters,After Death,-12,8.07,8.71,0.64
Twisters,After Death,-11,8.39,7.21,1.19
Twisters,After Death,-10,7.43,6.35,1.08
Twisters,After the Hunt,-11,8.39,8.21,0.18
Twisters,After the Hunt,-10,7.43,9.61,2.18
Twisters,After the Hunt,-9,9.45,9.48,0.03
Twisters,After the Hunt,-8,10.16,9.65,0.51
Twisters,After the Hunt: Early Access Screening,-25,3.41,3.3,0.11
Twisters,After the Hunt: Early Access Screening,-24,3.65,1.95,1.7
Twisters,After the Hunt: Early Access Screening,-23,2.57,4.11,1.54
Twisters,After the Hunt: Early Access Screening,-22,3.84,2.77,1.07
Twisters,Akhanda 2 - Thaandavam,-23,2.57,2.97,0.41
Twisters,Akhanda 2 - Thaandavam,-22,3.84,3.32,0.52
Twisters,Akhanda 2 - Thaandavam,-21,6.27,8.65,2.38
Twisters,Akhanda 2 - Thaandavam,-20,3.85,2.89,0.96
Twisters,Akhanda 2 - Thaandavam,-19,4.92,3.58,1.34
Twisters,Akhanda 2 - Thaandavam,-18,7.6,4.7,2.9
Twisters,Alien 45th Anniversary Re-Release,-6,16.3,19.03,2.73
Twisters,Alien 45th Anniversary Re-Release,-5,13.39,15.13,1.74
Twisters,Alien 45th Anniversary Re-Release,-4,18.04,15.35,2.7
Twisters,Alien: Romulus,-27,7.93,7.2,0.73
Twisters,Alien: Romulus,-26,3.28,5.91,2.62
Twisters,Alien: Romulus,-25,3.41,5.42,2.02
Twisters,Alien: Romulus,-24,3.65,5.02,1.36
Twisters,Alien: Romulus,-23,2.57,4.11,1.54
Twisters,Alien: Romulus,-22,3.84,2.85,0.99
Twisters,Alien: Romulus,-21,6.27,3.57,2.7
Twisters,Alien: Romulus,-20,3.85,5.27,1.42
Twisters,Alien: Romulus,-19,4.92,5.2,0.27
Twisters,Alien: Romulus,-18,7.6,10.48,2.88
Twisters,Alien: Romulus,-15,4.71,7.12,2.41
Twisters,Alien: Romulus,-14,8.05,8.84,0.79
Twisters,Alien: Romulus,-13,5.29,7.92,2.63
Twisters,Alien: Romulus,-12,8.07,7.72,0.35
Twisters,Alien: Romulus,-11,8.39,7.66,0.74
Twisters,Alien: Romulus,-10,7.43,8.16,0.72
Twisters,Alien: Romulus,-9,9.45,8.63,0.83
Twisters,Alien: Romulus,-8,10.16,9.54,0.61
Twisters,Alien: Romulus,-7,10.56,8.18,2.39
Twisters,Almost Popular - Special Q&A with the Filmmakers and Cast,-20,3.85,3.18,0.67
Twisters,Almost Popular - Special Q&A with the Filmmakers and Cast,-19,4.92,7.76,2.84
Twisters,Almost Popular - Special Q&A with the Filmmakers and Cast,-18,7.6,6.61,0.99
Twisters,Almost Popular - Special Q&A with the Filmmakers and Cast,-16,6.92,7.99,1.07
Twisters,Am I Racist?,-21,6.27,7.42,1.15
Twisters,Am I Racist?,-20,3.85,6.04,2.19
Twisters,Am I Racist?,-19,4.92,5.37,0.45
Twisters,Andre Rieu's 2025 Christmas Concert: Merry Christmas,-31,3.13,4.7,1.57
Twisters,Andre Rieu's 2025 Christmas Concert: Merry Christmas,-30,5.22,5.75,0.53
Twisters,Andre Rieu's 2025 Christmas Concert: Merry Christmas,-29,5.65,8.64,2.99
Twisters,Andrea Bocelli 30: The Celebration,-21,6.27,6.34,0.07
Twisters,Andrea Bocelli 30: The Celebration,-20,3.85,4.95,1.1
Twisters,Andrea Bocelli 30: The Celebration,-19,4.92,5.46,0.54
Twisters,Andrea Bocelli 30: The Celebration,-17,10.03,7.8,2.23
Twisters,Andrea Bocelli 30: The Celebration,-16,6.92,7.81,0.89
Twisters,Andrea Bocelli 30: The Celebration,-15,4.71,5.86,1.15
Twisters,Andrea Bocelli 30: The Celebration,-14,8.05,6.75,1.3
Twisters,Andrea Bocelli 30: The Celebration,-13,5.29,6.97,1.68
Twisters,Andrea Bocelli 30: The Celebration,-12,8.07,6.59,1.48
Twisters,Andrea Bocelli 30: The Celebration,-11,8.39,7.54,0.86
Twisters,Andrea Bocelli 30: The Celebration,-10,7.43,7.56,0.12
Twisters,Andrea Bocelli 30: The Celebration,-9,9.45,6.59,2.86
Twisters,Andrea Bocelli 30: The Celebration,-8,10.16,7.48,2.67
Twisters,Andrea Bocelli: Because I Believe,-26,3.28,1.55,1.73
Twisters,Andrea Bocelli: Because I Believe,-25,3.41,2.69,0.71
Twisters,Andrea Bocelli: Because I Believe,-24,3.65,1.91,1.74
Twisters,Andrea Bocelli: Because I Believe,-23,2.57,1.67,0.89
Twisters,Andrea Bocelli: Because I Believe,-22,3.84,2.4,1.44
Twisters,Andrea Bocelli: Because I Believe,-21,6.27,4.09,2.18
Twisters,Andrea Bocelli: Because I Believe,-20,3.85,4.76,0.91
Twisters,Andrea Bocelli: Because I Believe,-19,4.92,3.25,1.67
Twisters,Anemone,-6,16.3,18.0,1.7
Twisters,Anemone,-5,13.39,13.36,0.02
Twisters,Anemone,-4,18.04,19.27,1.22
Twisters,Angel's Egg Re-release,-24,3.65,5.61,1.96
Twisters,Angel's Egg Re-release,-23,2.57,5.36,2.79
Twisters,Angel's Egg Re-release,-22,3.84,6.53,2.69
Twisters,Angel's Egg Re-release,-21,6.27,4.38,1.89
Twisters,Angel's Egg Re-release,-10,7.43,8.74,1.3
Twisters,Angel's Egg Re-release,-9,9.45,7.24,2.21
Twisters,Angel's Egg Re-release,-8,10.16,11.8,1.65
Twisters,Angel's Egg Re-release,-7,10.56,13.13,2.57
Twisters,Annabelle: Halfway to Halloween,-9,9.45,7.92,1.54
Twisters,Annabelle: Halfway to Halloween,-8,10.16,10.08,0.07
Twisters,Annabelle: Halfway to Halloween,-7,10.56,12.4,1.84
Twisters,Another Sweet Christmas,-22,3.84,6.42,2.58
Twisters,Another Sweet Christmas,-21,6.27,4.24,2.03
Twisters,Another Sweet Christmas,-20,3.85,6.84,2.99
Twisters,Another Sweet Christmas,-19,4.92,4.35,0.57
Twisters,Ant-Man and the Wasp: Quantumania,-27,7.93,5.86,2.07
Twisters,Ant-Man and the Wasp: Quantumania,-26,3.28,4.56,1.28
Twisters,Ant-Man and the Wasp: Quantumania,-25,3.41,4.57,1.17
Twisters,Ant-Man and the Wasp: Quantumania,-24,3.65,3.85,0.19
Twisters,Ant-Man and the Wasp: Quantumania,-23,2.57,2.87,0.3
Twisters,Ant-Man and the Wasp: Quantumania,-22,3.84,3.12,0.73
Twisters,Apollo 13 30th Anniversary,-22,3.84,4.23,0.39
Twisters,Apollo 13 30th Anniversary,-21,6.27,5.52,0.76
Twisters,Apollo 13 30th Anniversary,-20,3.85,5.94,2.09
Twisters,Apollo 13 30th Anniversary,-13,5.29,6.01,0.72
Twisters,Apollo 13 30th Anniversary,-12,8.07,6.2,1.88
Twisters,Apollo 13 30th Anniversary,-11,8.39,7.4,0.99
Twisters,Apollo 13 30th Anniversary,-10,7.43,6.04,1.39
Twisters,Aquaman and the Lost Kingdom,-22,3.84,3.4,0.44
Twisters,Aquaman and the Lost Kingdom,-21,6.27,3.62,2.65
Twisters,Aquaman and the Lost Kingdom,-20,3.85,6.01,2.16
Twisters,Aquaman and the Lost Kingdom,-19,4.92,4.42,0.5
Twisters,Aquaman and the Lost Kingdom,-18,7.6,6.07,1.53
Twisters,Aquaman and the Lost Kingdom,-16,6.92,5.4,1.52
Twisters,Aquaman and the Lost Kingdom,-15,4.71,3.39,1.32
Twisters,Aquaman and the Lost Kingdom,-14,8.05,8.01,0.04
Twisters,Aquaman and the Lost Kingdom,-13,5.29,5.47,0.18
Twisters,Aquaman and the Lost Kingdom,-12,8.07,6.95,1.12
Twisters,Aquaman and the Lost Kingdom,-11,8.39,6.21,2.18
Twisters,Aquaman and the Lost Kingdom,-10,7.43,7.84,0.41
Twisters,Are We Good?,-22,3.84,2.8,1.05
Twisters,Are We Good?,-21,6.27,4.61,1.67
Twisters,Are We Good?,-20,3.85,3.56,0.29
Twisters,Are We Good?,-19,4.92,3.45,1.47
Twisters,Argylle,-17,10.03,7.56,2.47
Twisters,Argylle,-16,6.92,5.24,1.68
Twisters,Argylle,-15,4.71,7.31,2.6
Twisters,Argylle,-14,8.05,5.42,2.63
Twisters,Argylle,-13,5.29,7.05,1.76
Twisters,Argylle,-12,8.07,9.89,1.81
Twisters,Argylle,-11,8.39,8.86,0.47
Twisters,Argylle,-10,7.43,8.24,0.8
Twisters,Argylle,-9,9.45,8.2,1.25
Twisters,Asteroid City,-16,6.92,6.15,0.77
Twisters,Asteroid City,-15,4.71,6.19,1.48
Twisters,Asteroid City,-14,8.05,8.5,0.44
Twisters,Asteroid City,-13,5.29,3.4,1.88
Twisters,Asteroid City,-12,8.07,6.15,1.93
Twisters,Asteroid City,-11,8.39,7.07,1.32
Twisters,Asteroid City,-9,9.45,10.71,1.26
Twisters,Asteroid City,-8,10.16,12.54,2.38
Twisters,Asteroid City,-7,10.56,12.25,1.69
Twisters,Avatar: The Way of Water,-16,6.92,5.28,1.64
Twisters,Avatar: The Way of Water,-15,4.71,4.88,0.17
Twisters,Avatar: The Way of Water,-14,8.05,5.47,2.58
Twisters,Avatar: The Way of Water,-13,5.29,5.4,0.12
Twisters,Avatar: The Way of Water,-12,8.07,5.56,2.52
Twisters,Avatar: The Way of Water,-9,9.45,7.42,2.04
Twisters,Avatar: The Way of Water,-8,10.16,8.1,2.05
Twisters,Avatar: The Way of Water,-7,10.56,8.21,2.35
Twisters,Avatar: The Way of Water Re-release,-8,10.16,10.39,0.23
Twisters,Avatar: The Way of Water Re-release,-7,10.56,12.35,1.79
Twisters,Avatar: The Way of Water Re-release,-6,16.3,13.41,2.9
Twisters,Avatar: The Way of Water Re-release,-5,13.39,13.08,0.31
Twisters,Avatar: The Way of Water Re-release,-4,18.04,15.52,2.52
Twisters,Average Joe,-24,3.65,2.85,0.8
Twisters,Average Joe,-23,2.57,4.54,1.98
Twisters,Average Joe,-22,3.84,4.4,0.55
Twisters,Average Joe,-21,6.27,4.1,2.17
Twisters,Average Joe,-20,3.85,3.8,0.05
Twisters,Average Joe,-19,4.92,4.28,0.64
Twisters,Average Joe,-13,5.29,2.84,2.45
